Name,File,Score
78_inter__16,78_inter__16.mid,80
196_inter__8,196_inter__8.mid,40
169_inter__14,169_inter__14.mid,70
90_inter__6,90_inter__6.mid,30
43_generated,43_generated.mid,100
44_inter__19,44_inter__19.mid,95
132_inter__18,132_inter__18.mid,90
9_inter__16,9_inter__16.mid,80
184_random,184_random.mid,0
50_inter__20,50_inter__20.mid,100
186_inter__6,186_inter__6.mid,30
79_inter__18,79_inter__18.mid,90
179_inter__6,179_inter__6.mid,30
108_generated,108_generated.mid,100
118_inter__19,118_inter__19.mid,95
87_inter__8,87_inter__8.mid,40
198_inter__18,198_inter__18.mid,90
78_inter__8,78_inter__8.mid,40
108_inter__5,108_inter__5.mid,25
8_inter__9,8_inter__9.mid,45
149_inter__3,149_inter__3.mid,15
54_generated,54_generated.mid,100
200_inter__20,200_inter__20.mid,100
191_inter__8,191_inter__8.mid,40
47_inter__20,47_inter__20.mid,100
53_inter__19,53_inter__19.mid,95
125_inter__18,125_inter__18.mid,90
130_inter__13,130_inter__13.mid,65
46_inter__12,46_inter__12.mid,60
21_inter__11,21_inter__11.mid,55
157_inter__10,157_inter__10.mid,50
68_inter__6,68_inter__6.mid,30
199_inter__16,199_inter__16.mid,80
97_inter__6,97_inter__6.mid,30
88_inter__14,88_inter__14.mid,70
119_inter__17,119_inter__17.mid,85
124_inter__16,124_inter__16.mid,80
52_inter__17,52_inter__17.mid,85
35_inter__14,35_inter__14.mid,70
143_inter__15,143_inter__15.mid,75
181_inter__6,181_inter__6.mid,30
181_inter__4,181_inter__4.mid,20
195_inter__2,195_inter__2.mid,10
143_inter__17,143_inter__17.mid,85
35_inter__16,35_inter__16.mid,80
52_inter__15,52_inter__15.mid,75
124_inter__14,124_inter__14.mid,70
118_inter__9,118_inter__9.mid,45
88_inter__16,88_inter__16.mid,80
29_inter__2,29_inter__2.mid,10
97_inter__4,97_inter__4.mid,20
199_inter__14,199_inter__14.mid,70
68_inter__4,68_inter__4.mid,20
157_inter__12,157_inter__12.mid,60
21_inter__13,21_inter__13.mid,65
83_inter__2,83_inter__2.mid,10
46_inter__10,46_inter__10.mid,50
130_inter__11,130_inter__11.mid,55
119_inter__15,119_inter__15.mid,75
145_generated,145_generated.mid,100
149_inter__1,149_inter__1.mid,5
108_inter__7,108_inter__7.mid,35
156_inter__20,156_inter__20.mid,100
34_inter__18,34_inter__18.mid,90
142_inter__19,142_inter__19.mid,95
89_inter__18,89_inter__18.mid,90
179_inter__4,179_inter__4.mid,20
192_inter__2,192_inter__2.mid,10
138_inter__2,138_inter__2.mid,10
186_inter__4,186_inter__4.mid,20
168_inter__18,168_inter__18.mid,90
19_generated,19_generated.mid,100
152_generated,152_generated.mid,100
84_inter__2,84_inter__2.mid,10
90_inter__4,90_inter__4.mid,20
23_inter__18,23_inter__18.mid,90
155_inter__19,155_inter__19.mid,95
9_inter__14,9_inter__14.mid,70
195_random,195_random.mid,0
141_inter__20,141_inter__20.mid,100
51_inter__10,51_inter__10.mid,50
127_inter__11,127_inter__11.mid,55
140_inter__12,140_inter__12.mid,60
36_inter__13,36_inter__13.mid,65
169_inter__16,169_inter__16.mid,80
78_inter__14,78_inter__14.mid,70
19_inter__7,19_inter__7.mid,35
45_inter__15,45_inter__15.mid,75
133_inter__14,133_inter__14.mid,70
154_inter__17,154_inter__17.mid,85
58_inter__1,58_inter__1.mid,5
22_inter__16,22_inter__16.mid,80
158_inter__8,158_inter__8.mid,40
109_inter__11,109_inter__11.mid,55
18_inter__13,18_inter__13.mid,65
98_inter__12,98_inter__12.mid,60
194_inter__5,194_inter__5.mid,25
189_inter__10,189_inter__10.mid,50
147_inter__16,147_inter__16.mid,80
31_inter__17,31_inter__17.mid,85
56_inter__14,56_inter__14.mid,70
180_inter__3,180_inter__3.mid,15
120_inter__15,120_inter__15.mid,75
82_inter__5,82_inter__5.mid,25
69_inter__3,69_inter__3.mid,15
28_inter__5,28_inter__5.mid,25
153_inter__13,153_inter__13.mid,65
25_inter__12,25_inter__12.mid,60
42_inter__11,42_inter__11.mid,55
134_inter__10,134_inter__10.mid,50
96_inter__3,96_inter__3.mid,15
24_inter__20,24_inter__20.mid,100
30_inter__19,30_inter__19.mid,95
146_inter__18,146_inter__18.mid,90
54_random,54_random.mid,0
37_generated,37_generated.mid,100
148_inter__6,148_inter__6.mid,30
99_inter__20,99_inter__20.mid,100
63_random,63_random.mid,0
139_inter__5,139_inter__5.mid,25
187_inter__3,187_inter__3.mid,15
193_inter__5,193_inter__5.mid,25
178_inter__3,178_inter__3.mid,15
178_inter__20,178_inter__20.mid,100
27_inter__19,27_inter__19.mid,95
151_inter__18,151_inter__18.mid,90
33_inter__20,33_inter__20.mid,100
49_inter__8,49_inter__8.mid,40
20_generated,20_generated.mid,100
91_inter__3,91_inter__3.mid,15
85_inter__5,85_inter__5.mid,25
108_random,108_random.mid,0
36_random,36_random.mid,0
55_inter__11,55_inter__11.mid,55
123_inter__10,123_inter__10.mid,50
144_inter__13,144_inter__13.mid,65
32_inter__12,32_inter__12.mid,60
179_inter__12,179_inter__12.mid,60
68_inter__10,68_inter__10.mid,50
59_inter__6,59_inter__6.mid,30
41_inter__14,41_inter__14.mid,70
137_inter__15,137_inter__15.mid,75
150_inter__16,150_inter__16.mid,80
26_inter__17,26_inter__17.mid,85
59_inter__7,59_inter__7.mid,35
26_inter__16,26_inter__16.mid,80
18_inter__1,18_inter__1.mid,5
150_inter__17,150_inter__17.mid,85
137_inter__14,137_inter__14.mid,70
41_inter__15,41_inter__15.mid,75
68_inter__11,68_inter__11.mid,55
179_inter__13,179_inter__13.mid,65
32_inter__13,32_inter__13.mid,65
144_inter__12,144_inter__12.mid,60
123_inter__11,123_inter__11.mid,55
55_inter__10,55_inter__10.mid,50
91_inter__2,91_inter__2.mid,10
156_generated,156_generated.mid,100
85_inter__4,85_inter__4.mid,20
145_inter__20,145_inter__20.mid,100
151_inter__19,151_inter__19.mid,95
27_inter__18,27_inter__18.mid,90
49_inter__9,49_inter__9.mid,45
187_inter__2,187_inter__2.mid,10
139_inter__4,139_inter__4.mid,20
178_inter__2,178_inter__2.mid,10
193_inter__4,193_inter__4.mid,20
19_inter__20,19_inter__20.mid,100
141_generated,141_generated.mid,100
109_inter__1,109_inter__1.mid,5
148_inter__7,148_inter__7.mid,35
146_inter__19,146_inter__19.mid,95
30_inter__18,30_inter__18.mid,90
152_inter__20,152_inter__20.mid,100
69_inter__2,69_inter__2.mid,10
82_inter__4,82_inter__4.mid,20
96_inter__2,96_inter__2.mid,10
134_inter__11,134_inter__11.mid,55
42_inter__10,42_inter__10.mid,50
25_inter__13,25_inter__13.mid,65
153_inter__12,153_inter__12.mid,60
28_inter__4,28_inter__4.mid,20
189_random,189_random.mid,0
80_random,80_random.mid,0
189_inter__11,189_inter__11.mid,55
194_inter__4,194_inter__4.mid,20
98_inter__13,98_inter__13.mid,65
120_inter__14,120_inter__14.mid,70
180_inter__2,180_inter__2.mid,10
56_inter__15,56_inter__15.mid,75
31_inter__16,31_inter__16.mid,80
147_inter__17,147_inter__17.mid,85
18_inter__12,18_inter__12.mid,60
109_inter__10,109_inter__10.mid,50
158_inter__9,158_inter__9.mid,45
141_random,141_random.mid,0
19_inter__6,19_inter__6.mid,30
22_inter__17,22_inter__17.mid,85
154_inter__16,154_inter__16.mid,80
133_inter__15,133_inter__15.mid,75
45_inter__14,45_inter__14.mid,70
78_inter__15,78_inter__15.mid,75
169_inter__17,169_inter__17.mid,85
36_inter__12,36_inter__12.mid,60
176_random,176_random.mid,0
140_inter__13,140_inter__13.mid,65
127_inter__10,127_inter__10.mid,50
51_inter__11,51_inter__11.mid,55
48_random,48_random.mid,0
37_inter__20,37_inter__20.mid,100
9_inter__15,9_inter__15.mid,75
155_inter__18,155_inter__18.mid,90
23_inter__19,23_inter__19.mid,95
24_generated,24_generated.mid,100
84_inter__3,84_inter__3.mid,15
90_inter__5,90_inter__5.mid,25
192_inter__3,192_inter__3.mid,15
179_inter__5,179_inter__5.mid,25
168_inter__19,168_inter__19.mid,95
186_inter__5,186_inter__5.mid,25
99_generated,99_generated.mid,100
138_inter__3,138_inter__3.mid,15
89_inter__19,89_inter__19.mid,95
178_generated,178_generated.mid,100
123_random,123_random.mid,0
114_random,114_random.mid,0
142_inter__18,142_inter__18.mid,90
34_inter__19,34_inter__19.mid,95
20_inter__20,20_inter__20.mid,100
33_generated,33_generated.mid,100
108_inter__6,108_inter__6.mid,30
119_inter__14,119_inter__14.mid,70
199_inter__15,199_inter__15.mid,75
97_inter__5,97_inter__5.mid,25
29_inter__3,29_inter__3.mid,15
88_inter__17,88_inter__17.mid,85
130_inter__10,130_inter__10.mid,50
46_inter__11,46_inter__11.mid,55
83_inter__3,83_inter__3.mid,15
21_inter__12,21_inter__12.mid,60
157_inter__13,157_inter__13.mid,65
68_inter__5,68_inter__5.mid,25
118_inter__8,118_inter__8.mid,40
181_inter__5,181_inter__5.mid,25
124_inter__15,124_inter__15.mid,75
52_inter__14,52_inter__14.mid,70
35_inter__17,35_inter__17.mid,85
143_inter__16,143_inter__16.mid,80
195_inter__3,195_inter__3.mid,15
157_inter__17,157_inter__17.mid,85
68_inter__1,68_inter__1.mid,5
83_inter__7,83_inter__7.mid,35
158_random,158_random.mid,0
21_inter__16,21_inter__16.mid,80
46_inter__15,46_inter__15.mid,75
66_random,66_random.mid,0
130_inter__14,130_inter__14.mid,70
88_inter__13,88_inter__13.mid,65
29_inter__7,29_inter__7.mid,35
97_inter__1,97_inter__1.mid,5
199_inter__11,199_inter__11.mid,55
119_inter__10,119_inter__10.mid,50
195_inter__7,195_inter__7.mid,35
143_inter__12,143_inter__12.mid,60
35_inter__13,35_inter__13.mid,65
52_inter__10,52_inter__10.mid,50
124_inter__11,124_inter__11.mid,55
181_inter__1,181_inter__1.mid,5
51_random,51_random.mid,0
200_inter__8,200_inter__8.mid,40
151_generated,151_generated.mid,100
39_inter__9,39_inter__9.mid,45
142_inter__20,142_inter__20.mid,100
93_inter__9,93_inter__9.mid,45
20_inter__18,20_inter__18.mid,90
156_inter__19,156_inter__19.mid,95
108_inter__2,108_inter__2.mid,10
149_inter__4,149_inter__4.mid,20
185_inter__9,185_inter__9.mid,45
90_inter__1,90_inter__1.mid,5
84_inter__7,84_inter__7.mid,35
9_inter__11,9_inter__11.mid,55
138_inter__7,138_inter__7.mid,35
186_inter__1,186_inter__1.mid,5
33_random,33_random.mid,0
179_inter__1,179_inter__1.mid,5
146_generated,146_generated.mid,100
192_inter__7,192_inter__7.mid,35
37_inter__18,37_inter__18.mid,90
141_inter__19,141_inter__19.mid,95
155_inter__20,155_inter__20.mid,100
45_inter__10,45_inter__10.mid,50
133_inter__11,133_inter__11.mid,55
58_inter__4,58_inter__4.mid,20
154_inter__12,154_inter__12.mid,60
22_inter__13,22_inter__13.mid,65
19_inter__2,19_inter__2.mid,10
94_inter__9,94_inter__9.mid,45
51_inter__15,51_inter__15.mid,75
127_inter__14,127_inter__14.mid,70
140_inter__17,140_inter__17.mid,85
36_inter__16,36_inter__16.mid,80
182_inter__9,182_inter__9.mid,45
169_inter__13,169_inter__13.mid,65
78_inter__11,78_inter__11.mid,55
128_inter__9,128_inter__9.mid,45
153_inter__16,153_inter__16.mid,80
25_inter__17,25_inter__17.mid,85
42_inter__14,42_inter__14.mid,70
96_inter__6,96_inter__6.mid,30
134_inter__15,134_inter__15.mid,75
69_inter__6,69_inter__6.mid,30
109_inter__14,109_inter__14.mid,70
18_inter__16,18_inter__16.mid,80
147_inter__13,147_inter__13.mid,65
31_inter__12,31_inter__12.mid,60
56_inter__11,56_inter__11.mid,55
180_inter__6,180_inter__6.mid,30
120_inter__10,120_inter__10.mid,50
98_inter__17,98_inter__17.mid,85
189_inter__15,189_inter__15.mid,75
79_inter__8,79_inter__8.mid,40
30_inter__20,30_inter__20.mid,100
86_inter__8,86_inter__8.mid,40
24_inter__19,24_inter__19.mid,95
152_inter__18,152_inter__18.mid,90
23_generated,23_generated.mid,100
168_generated,168_generated.mid,100
99_inter__19,99_inter__19.mid,95
190_inter__8,190_inter__8.mid,40
19_inter__18,19_inter__18.mid,90
148_inter__3,148_inter__3.mid,15
9_inter__9,9_inter__9.mid,45
109_inter__5,109_inter__5.mid,25
89_generated,89_generated.mid,100
178_inter__19,178_inter__19.mid,95
91_inter__6,91_inter__6.mid,30
33_inter__19,33_inter__19.mid,95
145_inter__18,145_inter__18.mid,90
27_inter__20,27_inter__20.mid,100
178_inter__6,178_inter__6.mid,30
34_generated,34_generated.mid,100
187_inter__6,187_inter__6.mid,30
81_inter__8,81_inter__8.mid,40
179_inter__17,179_inter__17.mid,85
68_inter__15,68_inter__15.mid,75
41_inter__11,41_inter__11.mid,55
137_inter__10,137_inter__10.mid,50
18_inter__5,18_inter__5.mid,25
150_inter__13,150_inter__13.mid,65
26_inter__12,26_inter__12.mid,60
190_random,190_random.mid,0
59_inter__3,59_inter__3.mid,15
99_random,99_random.mid,0
197_inter__8,197_inter__8.mid,40
168_inter__8,168_inter__8.mid,40
55_inter__14,55_inter__14.mid,70
123_inter__15,123_inter__15.mid,75
144_inter__16,144_inter__16.mid,80
32_inter__17,32_inter__17.mid,85
32_inter__16,32_inter__16.mid,80
144_inter__17,144_inter__17.mid,85
123_inter__14,123_inter__14.mid,70
55_inter__15,55_inter__15.mid,75
197_inter__9,197_inter__9.mid,45
168_inter__9,168_inter__9.mid,45
26_inter__13,26_inter__13.mid,65
150_inter__12,150_inter__12.mid,60
18_inter__4,18_inter__4.mid,20
137_inter__11,137_inter__11.mid,55
41_inter__10,41_inter__10.mid,50
59_inter__2,59_inter__2.mid,10
81_inter__9,81_inter__9.mid,45
68_inter__14,68_inter__14.mid,70
179_inter__16,179_inter__16.mid,80
178_inter__7,178_inter__7.mid,35
193_inter__1,193_inter__1.mid,5
187_inter__7,187_inter__7.mid,35
139_inter__1,139_inter__1.mid,5
142_generated,142_generated.mid,100
173_random,173_random.mid,0
151_inter__20,151_inter__20.mid,100
145_inter__19,145_inter__19.mid,95
33_inter__18,33_inter__18.mid,90
178_inter__18,178_inter__18.mid,90
85_inter__1,85_inter__1.mid,5
91_inter__7,91_inter__7.mid,35
144_random,144_random.mid,0
148_inter__2,148_inter__2.mid,10
19_inter__19,19_inter__19.mid,95
109_inter__4,109_inter__4.mid,20
9_inter__8,9_inter__8.mid,40
99_inter__18,99_inter__18.mid,90
190_inter__9,190_inter__9.mid,45
155_generated,155_generated.mid,100
79_inter__9,79_inter__9.mid,45
152_inter__19,152_inter__19.mid,95
24_inter__18,24_inter__18.mid,90
146_inter__20,146_inter__20.mid,100
86_inter__9,86_inter__9.mid,45
120_inter__11,120_inter__11.mid,55
180_inter__7,180_inter__7.mid,35
56_inter__10,56_inter__10.mid,50
31_inter__13,31_inter__13.mid,65
147_inter__12,147_inter__12.mid,60
189_inter__14,189_inter__14.mid,70
111_random,111_random.mid,0
98_inter__16,98_inter__16.mid,80
194_inter__1,194_inter__1.mid,5
18_inter__17,18_inter__17.mid,85
109_inter__15,109_inter__15.mid,75
134_inter__14,134_inter__14.mid,70
96_inter__7,96_inter__7.mid,35
42_inter__15,42_inter__15.mid,75
25_inter__16,25_inter__16.mid,80
28_inter__1,28_inter__1.mid,5
153_inter__17,153_inter__17.mid,85
69_inter__7,69_inter__7.mid,35
82_inter__1,82_inter__1.mid,5
126_random,126_random.mid,0
18_random,18_random.mid,0
182_inter__8,182_inter__8.mid,40
128_inter__8,128_inter__8.mid,40
78_inter__10,78_inter__10.mid,50
169_inter__12,169_inter__12.mid,60
36_inter__17,36_inter__17.mid,85
140_inter__16,140_inter__16.mid,80
127_inter__15,127_inter__15.mid,75
51_inter__14,51_inter__14.mid,70
94_inter__8,94_inter__8.mid,40
22_inter__12,22_inter__12.mid,60
154_inter__13,154_inter__13.mid,65
58_inter__5,58_inter__5.mid,25
133_inter__10,133_inter__10.mid,50
45_inter__11,45_inter__11.mid,55
19_inter__3,19_inter__3.mid,15
23_inter__20,23_inter__20.mid,100
141_inter__18,141_inter__18.mid,90
37_inter__19,37_inter__19.mid,95
138_inter__6,138_inter__6.mid,30
30_generated,30_generated.mid,100
192_inter__6,192_inter__6.mid,30
9_inter__10,9_inter__10.mid,50
168_inter__20,168_inter__20.mid,100
84_inter__6,84_inter__6.mid,30
89_inter__20,89_inter__20.mid,100
185_inter__8,185_inter__8.mid,40
85_random,85_random.mid,0
108_inter__3,108_inter__3.mid,15
149_inter__5,149_inter__5.mid,25
39_inter__8,39_inter__8.mid,40
156_inter__18,156_inter__18.mid,90
20_inter__19,20_inter__19.mid,95
93_inter__8,93_inter__8.mid,40
34_inter__20,34_inter__20.mid,100
200_inter__9,200_inter__9.mid,45
27_generated,27_generated.mid,100
124_inter__10,124_inter__10.mid,50
52_inter__11,52_inter__11.mid,55
35_inter__12,35_inter__12.mid,60
143_inter__13,143_inter__13.mid,65
195_inter__6,195_inter__6.mid,30
119_inter__11,119_inter__11.mid,55
130_inter__15,130_inter__15.mid,75
46_inter__14,46_inter__14.mid,70
21_inter__17,21_inter__17.mid,85
83_inter__6,83_inter__6.mid,30
157_inter__16,157_inter__16.mid,80
199_inter__10,199_inter__10.mid,50
29_inter__6,29_inter__6.mid,30
88_inter__12,88_inter__12.mid,60
119_inter__13,119_inter__13.mid,65
29_inter__4,29_inter__4.mid,20
88_inter__10,88_inter__10.mid,50
97_inter__2,97_inter__2.mid,10
199_inter__12,199_inter__12.mid,60
157_inter__14,157_inter__14.mid,70
68_inter__2,68_inter__2.mid,10
83_inter__4,83_inter__4.mid,20
21_inter__15,21_inter__15.mid,75
46_inter__16,46_inter__16.mid,80
130_inter__17,130_inter__17.mid,85
6_random,6_random.mid,0
159_inter__9,159_inter__9.mid,45
181_inter__2,181_inter__2.mid,10
195_inter__4,195_inter__4.mid,20
143_inter__11,143_inter__11.mid,55
35_inter__10,35_inter__10.mid,50
52_inter__13,52_inter__13.mid,65
124_inter__12,124_inter__12.mid,60
131_inter__19,131_inter__19.mid,95
47_inter__18,47_inter__18.mid,90
125_inter__20,125_inter__20.mid,100
200_inter__18,200_inter__18.mid,90
136_generated,136_generated.mid,100
94_random,94_random.mid,0
198_inter__20,198_inter__20.mid,100
149_inter__7,149_inter__7.mid,35
108_inter__1,108_inter__1.mid,5
48_inter__9,48_inter__9.mid,45
9_inter__12,9_inter__12.mid,60
84_inter__4,84_inter__4.mid,20
90_inter__2,90_inter__2.mid,10
79_inter__20,79_inter__20.mid,100
132_inter__20,132_inter__20.mid,100
126_inter__19,126_inter__19.mid,95
50_inter__18,50_inter__18.mid,90
179_inter__2,179_inter__2.mid,10
192_inter__4,192_inter__4.mid,20
121_generated,121_generated.mid,100
138_inter__4,138_inter__4.mid,20
186_inter__2,186_inter__2.mid,10
19_inter__1,19_inter__1.mid,5
45_inter__13,45_inter__13.mid,65
133_inter__12,133_inter__12.mid,60
58_inter__7,58_inter__7.mid,35
154_inter__11,154_inter__11.mid,55
22_inter__10,22_inter__10.mid,50
169_inter__10,169_inter__10.mid,50
78_inter__12,78_inter__12.mid,60
51_inter__16,51_inter__16.mid,80
127_inter__17,127_inter__17.mid,85
140_inter__14,140_inter__14.mid,70
36_inter__15,36_inter__15.mid,75
8_inter__20,8_inter__20.mid,100
82_inter__3,82_inter__3.mid,15
69_inter__5,69_inter__5.mid,25
153_inter__15,153_inter__15.mid,75
28_inter__3,28_inter__3.mid,15
25_inter__14,25_inter__14.mid,70
42_inter__17,42_inter__17.mid,85
96_inter__5,96_inter__5.mid,25
134_inter__16,134_inter__16.mid,80
137_random,137_random.mid,0
100_random,100_random.mid,0
194_inter__3,194_inter__3.mid,15
98_inter__14,98_inter__14.mid,70
189_inter__16,189_inter__16.mid,80
147_inter__10,147_inter__10.mid,50
31_inter__11,31_inter__11.mid,55
180_inter__5,180_inter__5.mid,25
56_inter__12,56_inter__12.mid,60
120_inter__13,120_inter__13.mid,65
109_inter__17,109_inter__17.mid,85
18_inter__15,18_inter__15.mid,75
119_inter__8,119_inter__8.mid,40
44_generated,44_generated.mid,100
135_inter__18,135_inter__18.mid,90
43_inter__19,43_inter__19.mid,95
57_inter__20,57_inter__20.mid,100
109_inter__6,109_inter__6.mid,30
108_inter__19,108_inter__19.mid,95
188_inter__18,188_inter__18.mid,90
155_random,155_random.mid,0
91_inter__5,91_inter__5.mid,25
69_inter__18,69_inter__18.mid,90
85_inter__3,85_inter__3.mid,15
118_generated,118_generated.mid,100
139_inter__3,139_inter__3.mid,15
53_generated,53_generated.mid,100
187_inter__5,187_inter__5.mid,25
193_inter__3,193_inter__3.mid,15
178_inter__5,178_inter__5.mid,25
40_inter__20,40_inter__20.mid,100
122_inter__18,122_inter__18.mid,90
54_inter__19,54_inter__19.mid,95
162_random,162_random.mid,0
41_inter__12,41_inter__12.mid,60
137_inter__13,137_inter__13.mid,65
18_inter__6,18_inter__6.mid,30
150_inter__10,150_inter__10.mid,50
26_inter__11,26_inter__11.mid,55
179_inter__14,179_inter__14.mid,70
68_inter__16,68_inter__16.mid,80
55_inter__17,55_inter__17.mid,85
123_inter__16,123_inter__16.mid,80
144_inter__15,144_inter__15.mid,75
32_inter__14,32_inter__14.mid,70
88_random,88_random.mid,0
32_inter__15,32_inter__15.mid,75
144_inter__14,144_inter__14.mid,70
123_inter__17,123_inter__17.mid,85
55_inter__16,55_inter__16.mid,80
68_inter__17,68_inter__17.mid,85
179_inter__15,179_inter__15.mid,75
59_inter__1,59_inter__1.mid,5
181_random,181_random.mid,0
26_inter__10,26_inter__10.mid,50
150_inter__11,150_inter__11.mid,55
18_inter__7,18_inter__7.mid,35
137_inter__12,137_inter__12.mid,60
41_inter__13,41_inter__13.mid,65
54_inter__18,54_inter__18.mid,90
122_inter__19,122_inter__19.mid,95
136_inter__20,136_inter__20.mid,100
187_inter__4,187_inter__4.mid,20
125_generated,125_generated.mid,100
139_inter__2,139_inter__2.mid,10
178_inter__4,178_inter__4.mid,20
193_inter__2,193_inter__2.mid,10
91_inter__4,91_inter__4.mid,20
198_generated,198_generated.mid,100
85_inter__2,85_inter__2.mid,10
69_inter__19,69_inter__19.mid,95
79_generated,79_generated.mid,100
188_inter__19,188_inter__19.mid,95
109_inter__7,109_inter__7.mid,35
148_inter__1,148_inter__1.mid,5
108_inter__18,108_inter__18.mid,90
121_inter__20,121_inter__20.mid,100
43_inter__18,43_inter__18.mid,90
135_inter__19,135_inter__19.mid,95
132_generated,132_generated.mid,100
18_inter__14,18_inter__14.mid,70
109_inter__16,109_inter__16.mid,80
119_inter__9,119_inter__9.mid,45
189_inter__17,189_inter__17.mid,85
98_inter__15,98_inter__15.mid,75
194_inter__2,194_inter__2.mid,10
120_inter__12,120_inter__12.mid,60
56_inter__13,56_inter__13.mid,65
180_inter__4,180_inter__4.mid,20
31_inter__10,31_inter__10.mid,50
147_inter__11,147_inter__11.mid,55
8_generated,8_generated.mid,100
69_inter__4,69_inter__4.mid,20
82_inter__2,82_inter__2.mid,10
134_inter__17,134_inter__17.mid,85
96_inter__4,96_inter__4.mid,20
42_inter__16,42_inter__16.mid,80
25_inter__15,25_inter__15.mid,75
28_inter__2,28_inter__2.mid,10
153_inter__14,153_inter__14.mid,70
36_inter__14,36_inter__14.mid,70
140_inter__15,140_inter__15.mid,75
127_inter__16,127_inter__16.mid,80
51_inter__17,51_inter__17.mid,85
78_inter__13,78_inter__13.mid,65
169_inter__11,169_inter__11.mid,55
22_inter__11,22_inter__11.mid,55
154_inter__10,154_inter__10.mid,50
58_inter__6,58_inter__6.mid,30
133_inter__13,133_inter__13.mid,65
45_inter__12,45_inter__12.mid,60
57_generated,57_generated.mid,100
192_inter__5,192_inter__5.mid,25
179_inter__3,179_inter__3.mid,15
186_inter__3,186_inter__3.mid,15
138_inter__5,138_inter__5.mid,25
22_random,22_random.mid,0
50_inter__19,50_inter__19.mid,95
126_inter__18,126_inter__18.mid,90
44_inter__20,44_inter__20.mid,100
84_inter__5,84_inter__5.mid,25
90_inter__3,90_inter__3.mid,15
9_inter__13,9_inter__13.mid,65
48_inter__8,48_inter__8.mid,40
15_random,15_random.mid,0
149_inter__6,149_inter__6.mid,30
118_inter__20,118_inter__20.mid,100
40_generated,40_generated.mid,100
53_inter__20,53_inter__20.mid,100
47_inter__19,47_inter__19.mid,95
131_inter__18,131_inter__18.mid,90
200_inter__19,200_inter__19.mid,95
181_inter__3,181_inter__3.mid,15
124_inter__13,124_inter__13.mid,65
52_inter__12,52_inter__12.mid,60
35_inter__11,35_inter__11.mid,55
143_inter__10,143_inter__10.mid,50
195_inter__5,195_inter__5.mid,25
40_random,40_random.mid,0
159_inter__8,159_inter__8.mid,40
199_inter__13,199_inter__13.mid,65
97_inter__3,97_inter__3.mid,15
88_inter__11,88_inter__11.mid,55
29_inter__5,29_inter__5.mid,25
130_inter__16,130_inter__16.mid,80
149_random,149_random.mid,0
46_inter__17,46_inter__17.mid,85
21_inter__14,21_inter__14.mid,70
83_inter__5,83_inter__5.mid,25
68_inter__3,68_inter__3.mid,15
157_inter__15,157_inter__15.mid,75
77_random,77_random.mid,0
119_inter__12,119_inter__12.mid,60
29_inter__8,29_inter__8.mid,40
35_inter__20,35_inter__20.mid,100
157_inter__18,157_inter__18.mid,90
21_inter__19,21_inter__19.mid,95
83_inter__8,83_inter__8.mid,40
26_generated,26_generated.mid,100
88_inter__20,88_inter__20.mid,100
195_inter__8,195_inter__8.mid,40
118_inter__3,118_inter__3.mid,15
159_inter__5,159_inter__5.mid,25
118_inter__11,118_inter__11.mid,55
200_inter__7,200_inter__7.mid,35
20_inter__17,20_inter__17.mid,85
93_inter__6,93_inter__6.mid,30
156_inter__16,156_inter__16.mid,80
131_inter__15,131_inter__15.mid,75
47_inter__14,47_inter__14.mid,70
39_inter__6,39_inter__6.mid,30
89_inter__12,89_inter__12.mid,60
200_inter__14,200_inter__14.mid,70
198_inter__10,198_inter__10.mid,50
8_inter__1,8_inter__1.mid,5
34_inter__12,34_inter__12.mid,60
185_inter__6,185_inter__6.mid,30
142_inter__13,142_inter__13.mid,65
125_inter__10,125_inter__10.mid,50
53_inter__11,53_inter__11.mid,55
84_inter__8,84_inter__8.mid,40
132_inter__10,132_inter__10.mid,50
44_inter__11,44_inter__11.mid,55
23_inter__12,23_inter__12.mid,60
155_inter__13,155_inter__13.mid,65
48_inter__5,48_inter__5.mid,25
192_inter__8,192_inter__8.mid,40
168_inter__12,168_inter__12.mid,60
138_inter__8,138_inter__8.mid,40
79_inter__10,79_inter__10.mid,50
86_random,86_random.mid,0
126_inter__15,126_inter__15.mid,75
50_inter__14,50_inter__14.mid,70
37_inter__17,37_inter__17.mid,85
141_inter__16,141_inter__16.mid,80
8_inter__10,8_inter__10.mid,50
169_inter__20,169_inter__20.mid,100
94_inter__6,94_inter__6.mid,30
140_inter__18,140_inter__18.mid,90
36_inter__19,36_inter__19.mid,95
22_inter__20,22_inter__20.mid,100
128_inter__6,128_inter__6.mid,30
182_inter__6,182_inter__6.mid,30
31_generated,31_generated.mid,100
154_generated,154_generated.mid,100
69_inter__9,69_inter__9.mid,45
147_inter__20,147_inter__20.mid,100
96_inter__9,96_inter__9.mid,45
153_inter__19,153_inter__19.mid,95
25_inter__18,25_inter__18.mid,90
18_inter__19,18_inter__19.mid,95
158_inter__2,158_inter__2.mid,10
119_inter__4,119_inter__4.mid,20
98_inter__18,98_inter__18.mid,90
180_inter__9,180_inter__9.mid,45
24_inter__16,24_inter__16.mid,80
38_inter__1,38_inter__1.mid,5
152_inter__17,152_inter__17.mid,85
135_inter__14,135_inter__14.mid,70
86_inter__7,86_inter__7.mid,35
43_inter__15,43_inter__15.mid,75
79_inter__7,79_inter__7.mid,35
79_random,79_random.mid,0
92_inter__1,92_inter__1.mid,5
